person_id,household_id,person_role_in_household,誕生年月日,収入,性別
99,3114,子,2022-01-01,0,男性
100,3121,子,2022-01-01,0,男性
101,4331,子,2022-01-01,0,男性
102,3338,子,2022-01-01,0,男性
103,3616,子,2022-01-01,0,男性
104,3152,子,2022-01-01,0,男性
105,3563,子,2021-01-01,0,男性
106,3366,子,2021-01-01,0,男性
107,3351,子,2021-01-01,0,男性
108,3401,子,2021-01-01,0,男性
109,4327,子,2021-01-01,0,男性
110,3056,子,2021-01-01,0,男性
111,3365,子,2021-01-01,0,男性
112,3576,子,2021-01-01,0,男性
113,3375,子,2021-01-01,0,男性
114,3421,子,2021-01-01,0,男性
115,3544,子,2021-01-01,0,男性
116,3291,子,2021-01-01,0,男性
117,3383,子,2021-01-01,0,男性
118,3651,子,2021-01-01,0,男性
119,3287,子,2021-01-01,0,男性
120,3523,子,2021-01-01,0,男性
121,3702,子,2021-01-01,0,男性
122,3470,子,2021-01-01,0,男性
123,3125,子,2021-01-01,0,男性
124,3051,子,2021-01-01,0,男性
125,3638,子,2021-01-01,0,男性
126,3269,子,2021-01-01,0,男性
127,3616,子,2021-01-01,0,男性
128,3110,子,2021-01-01,0,男性
129,3708,子,2021-01-01,0,男性
130,3457,子,2021-01-01,0,男性
131,3339,子,2020-01-01,0,男性
132,3532,子,2020-01-01,0,男性
133,3600,子,2020-01-01,0,男性
134,3558,子,2020-01-01,0,男性
135,3432,子,2020-01-01,0,男性
136,3230,子,2020-01-01,0,男性
137,3659,子,2020-01-01,0,男性
138,3219,子,2020-01-01,0,男性
139,3430,子,2020-01-01,0,男性
140,3043,子,2020-01-01,0,男性
141,3505,子,2020-01-01,0,男性
142,3469,子,2020-01-01,0,男性
143,3503,子,2020-01-01,0,男性
144,3687,子,2020-01-01,0,男性
145,3305,子,2020-01-01,0,男性
146,3328,子,2020-01-01,0,男性
147,3431,子,2020-01-01,0,男性
148,4293,子,2020-01-01,0,男性
149,4319,子,2020-01-01,0,男性
150,3199,子,2020-01-01,0,男性
151,3096,子,2020-01-01,0,男性
152,3468,子,2020-01-01,0,男性
153,4294,子,2020-01-01,0,男性
154,3681,子,2020-01-01,0,男性
155,3067,子,2020-01-01,0,男性
156,3397,子,2020-01-01,0,男性
157,4293,子,2020-01-01,0,男性
158,3508,子,2020-01-01,0,男性
159,3479,子,2020-01-01,0,男性
160,3126,子,2019-01-01,0,男性
161,3216,子,2019-01-01,0,男性
162,3668,子,2019-01-01,0,男性
163,3163,子,2019-01-01,0,男性
164,3155,子,2019-01-01,0,男性
165,3600,子,2019-01-01,0,男性
166,3055,子,2019-01-01,0,男性
167,3160,子,2019-01-01,0,男性
168,3418,子,2019-01-01,0,男性
169,4335,子,2019-01-01,0,男性
170,3165,子,2019-01-01,0,男性
171,3307,子,2019-01-01,0,男性
172,3065,子,2019-01-01,0,男性
173,4296,子,2019-01-01,0,男性
174,3344,子,2019-01-01,0,男性
175,3104,子,2019-01-01,0,男性
176,3249,子,2019-01-01,0,男性
177,3042,子,2019-01-01,0,男性
178,3666,子,2019-01-01,0,男性
179,3559,子,2019-01-01,0,男性
180,3479,子,2019-01-01,0,男性
181,3555,子,2019-01-01,0,男性
182,3358,子,2019-01-01,0,男性
183,4295,子,2019-01-01,0,男性
184,3643,子,2019-01-01,0,男性
185,3184,子,2019-01-01,0,男性
186,3564,子,2019-01-01,0,男性
187,4313,子,2019-01-01,0,男性
188,3187,子,2019-01-01,0,男性
189,3377,子,2019-01-01,0,男性
190,3347,子,2019-01-01,0,男性
191,4335,子,2019-01-01,0,男性
192,3476,子,2018-01-01,0,男性
193,3204,子,2018-01-01,0,男性
194,3260,子,2018-01-01,0,男性
195,3280,子,2018-01-01,0,男性
196,3282,子,2018-01-01,0,男性
197,3703,子,2018-01-01,0,男性
198,3541,子,2018-01-01,0,男性
199,3563,子,2018-01-01,0,男性
200,3210,子,2018-01-01,0,男性
201,3232,子,2018-01-01,0,男性
202,3049,子,2018-01-01,0,男性
203,3260,子,2018-01-01,0,男性
204,3295,子,2018-01-01,0,男性
205,3642,子,2018-01-01,0,男性
206,3566,子,2018-01-01,0,男性
207,4279,子,2018-01-01,0,男性
208,3074,子,2018-01-01,0,男性
209,3254,子,2018-01-01,0,男性
210,3429,子,2018-01-01,0,男性
211,3119,子,2018-01-01,0,男性
212,3128,子,2018-01-01,0,男性
213,3062,子,2018-01-01,0,男性
214,3467,子,2018-01-01,0,男性
215,3697,子,2018-01-01,0,男性
216,3568,子,2018-01-01,0,男性
217,3422,子,2018-01-01,0,男性
218,3515,子,2018-01-01,0,男性
219,3694,子,2018-01-01,0,男性
220,3591,子,2018-01-01,0,男性
221,3420,子,2018-01-01,0,男性
222,3221,子,2018-01-01,0,男性
223,4285,子,2018-01-01,0,男性
224,3488,子,2018-01-01,0,男性
225,3475,子,2018-01-01,0,男性
226,3150,子,2018-01-01,0,男性
227,3321,子,2018-01-01,0,男性
228,3200,子,2018-01-01,0,男性
229,3434,子,2018-01-01,0,男性
230,3660,子,2017-01-01,0,男性
231,3193,子,2017-01-01,0,男性
232,3228,子,2017-01-01,0,男性
233,3533,子,2017-01-01,0,男性
234,3482,子,2017-01-01,0,男性
235,3312,子,2017-01-01,0,男性
236,3568,子,2017-01-01,0,男性
237,3535,子,2017-01-01,0,男性
238,3386,子,2017-01-01,0,男性
239,3197,子,2017-01-01,0,男性
240,3549,子,2017-01-01,0,男性
241,3617,子,2017-01-01,0,男性
242,3321,子,2017-01-01,0,男性
243,3446,子,2017-01-01,0,男性
244,3654,子,2017-01-01,0,男性
245,3390,子,2017-01-01,0,男性
246,3090,子,2017-01-01,0,男性
247,3489,子,2017-01-01,0,男性
248,3250,子,2017-01-01,0,男性
249,3655,子,2017-01-01,0,男性
250,3667,子,2017-01-01,0,男性
251,3130,子,2017-01-01,0,男性
252,3273,子,2017-01-01,0,男性
253,3351,子,2017-01-01,0,男性
254,4333,子,2017-01-01,0,男性
255,3524,子,2017-01-01,0,男性
256,3108,子,2017-01-01,0,男性
257,3329,子,2017-01-01,0,男性
258,3475,子,2017-01-01,0,男性
259,3288,子,2017-01-01,0,男性
260,3118,子,2017-01-01,0,男性
261,3228,子,2017-01-01,0,男性
262,3089,子,2017-01-01,0,男性
263,3623,子,2017-01-01,0,男性
264,3586,子,2017-01-01,0,男性
265,3695,子,2016-01-01,0,男性
266,3194,子,2016-01-01,0,男性
267,3561,子,2016-01-01,0,男性
268,3678,子,2016-01-01,0,男性
269,3077,子,2016-01-01,0,男性
270,4314,子,2016-01-01,0,男性
271,3353,子,2016-01-01,0,男性
272,3180,子,2016-01-01,0,男性
273,3647,子,2016-01-01,0,男性
274,3648,子,2016-01-01,0,男性
275,3167,子,2016-01-01,0,男性
276,3645,子,2016-01-01,0,男性
277,3315,子,2016-01-01,0,男性
278,3613,子,2016-01-01,0,男性
279,3188,子,2016-01-01,0,男性
280,3572,子,2016-01-01,0,男性
281,3245,子,2016-01-01,0,男性
282,3623,子,2016-01-01,0,男性
283,3630,子,2016-01-01,0,男性
284,3422,子,2016-01-01,0,男性
285,3293,子,2016-01-01,0,男性
286,3148,子,2016-01-01,0,男性
287,3195,子,2016-01-01,0,男性
288,3399,子,2016-01-01,0,男性
289,3326,子,2016-01-01,0,男性
290,3712,子,2016-01-01,0,男性
291,3229,子,2016-01-01,0,男性
292,3346,子,2016-01-01,0,男性
293,3710,子,2016-01-01,0,男性
294,3504,子,2016-01-01,0,男性
295,3140,子,2016-01-01,0,男性
296,3595,子,2016-01-01,0,男性
297,3506,子,2016-01-01,0,男性
298,3107,子,2016-01-01,0,男性
299,3437,子,2016-01-01,0,男性
300,3146,子,2015-01-01,0,男性
301,4320,子,2015-01-01,0,男性
302,3484,子,2015-01-01,0,男性
303,4324,子,2015-01-01,0,男性
304,3709,子,2015-01-01,0,男性
305,3206,子,2015-01-01,0,男性
306,3171,子,2015-01-01,0,男性
307,3095,子,2015-01-01,0,男性
308,3139,子,2015-01-01,0,男性
309,3222,子,2015-01-01,0,男性
310,3301,子,2015-01-01,0,男性
311,3071,子,2015-01-01,0,男性
312,4281,子,2015-01-01,0,男性
313,3128,子,2015-01-01,0,男性
314,3144,子,2015-01-01,0,男性
315,3576,子,2015-01-01,0,男性
316,3701,子,2015-01-01,0,男性
317,3078,子,2015-01-01,0,男性
318,3574,子,2015-01-01,0,男性
319,3334,子,2015-01-01,0,男性
320,3612,子,2015-01-01,0,男性
321,3228,子,2015-01-01,0,男性
322,3316,子,2015-01-01,0,男性
323,3595,子,2015-01-01,0,男性
324,3280,子,2015-01-01,0,男性
325,3495,子,2015-01-01,0,男性
326,3542,子,2015-01-01,0,男性
327,3554,子,2015-01-01,0,男性
328,3410,子,2015-01-01,0,男性
329,3416,子,2015-01-01,0,男性
330,3136,子,2015-01-01,0,男性
331,3427,子,2015-01-01,0,男性
332,3534,子,2015-01-01,0,男性
333,3400,子,2015-01-01,0,男性
334,4328,子,2015-01-01,0,男性
335,3702,子,2025-01-01,0,女性
336,3207,子,2025-01-01,0,女性
337,3404,子,2025-01-01,0,女性
338,3677,子,2025-01-01,0,女性
339,3384,子,2025-01-01,0,女性
340,3681,子,2025-01-01,0,女性
341,3620,子,2025-01-01,0,女性
342,3477,子,2025-01-01,0,女性
343,3242,子,2025-01-01,0,女性
344,3654,子,2025-01-01,0,女性
345,4318,子,2025-01-01,0,女性
346,3166,子,2025-01-01,0,女性
347,4280,子,2025-01-01,0,女性
348,3322,子,2025-01-01,0,女性
349,3484,子,2025-01-01,0,女性
350,3196,子,2025-01-01,0,女性
351,3142,子,2025-01-01,0,女性
352,3620,子,2025-01-01,0,女性
353,3618,子,2025-01-01,0,女性
354,3058,子,2025-01-01,0,女性
355,3389,子,2025-01-01,0,女性
356,3510,子,2025-01-01,0,女性
357,3640,子,2024-01-01,0,女性
358,3087,子,2024-01-01,0,女性
359,3239,子,2024-01-01,0,女性
360,3675,子,2024-01-01,0,女性
361,3209,子,2024-01-01,0,女性
362,3306,子,2024-01-01,0,女性
363,3223,子,2024-01-01,0,女性
364,3272,子,2024-01-01,0,女性
365,3704,子,2024-01-01,0,女性
366,3049,子,2024-01-01,0,女性
367,3356,子,2024-01-01,0,女性
368,3438,子,2024-01-01,0,女性
369,3363,子,2024-01-01,0,女性
370,3441,子,2024-01-01,0,女性
371,3076,子,2024-01-01,0,女性
372,4335,子,2024-01-01,0,女性
373,3631,子,2024-01-01,0,女性
374,3256,子,2024-01-01,0,女性
375,3061,子,2024-01-01,0,女性
376,3250,子,2024-01-01,0,女性
377,3459,子,2024-01-01,0,女性
378,3428,子,2024-01-01,0,女性
379,3594,子,2024-01-01,0,女性
380,3191,子,2024-01-01,0,女性
381,3118,子,2024-01-01,0,女性
382,3154,子,2023-01-01,0,女性
383,3220,子,2023-01-01,0,女性
384,3113,子,2023-01-01,0,女性
385,3589,子,2023-01-01,0,女性
386,3205,子,2023-01-01,0,女性
387,3525,子,2023-01-01,0,女性
388,3129,子,2023-01-01,0,女性
389,3089,子,2023-01-01,0,女性
390,3075,子,2023-01-01,0,女性
391,3554,子,2023-01-01,0,女性
392,3238,子,2023-01-01,0,女性
393,3693,子,2023-01-01,0,女性
394,3119,子,2023-01-01,0,女性
395,3097,子,2023-01-01,0,女性
396,3211,子,2023-01-01,0,女性
397,3429,子,2023-01-01,0,女性
398,3571,子,2023-01-01,0,女性
399,3094,子,2023-01-01,0,女性
400,3590,子,2023-01-01,0,女性
401,3339,子,2023-01-01,0,女性
402,3167,子,2023-01-01,0,女性
403,3381,子,2023-01-01,0,女性
404,3051,子,2023-01-01,0,女性
405,3343,子,2023-01-01,0,女性
406,3338,子,2023-01-01,0,女性
407,3540,子,2023-01-01,0,女性
408,3219,子,2023-01-01,0,女性
409,4309,子,2022-01-01,0,女性
410,3045,子,2022-01-01,0,女性
411,3086,子,2022-01-01,0,女性
412,3380,子,2022-01-01,0,女性
413,3687,子,2022-01-01,0,女性
414,3277,子,2022-01-01,0,女性
415,3459,子,2022-01-01,0,女性
416,4299,子,2022-01-01,0,女性
417,3265,子,2022-01-01,0,女性
418,3569,子,2022-01-01,0,女性
419,3408,子,2022-01-01,0,女性
420,3609,子,2022-01-01,0,女性
421,3096,子,2022-01-01,0,女性
422,3205,子,2022-01-01,0,女性
423,4321,子,2022-01-01,0,女性
424,3633,子,2022-01-01,0,女性
425,3401,子,2022-01-01,0,女性
426,3595,子,2022-01-01,0,女性
427,3510,子,2022-01-01,0,女性
428,3064,子,2022-01-01,0,女性
429,3266,子,2022-01-01,0,女性
430,3597,子,2022-01-01,0,女性
431,3151,子,2022-01-01,0,女性
432,3588,子,2022-01-01,0,女性
433,3451,子,2021-01-01,0,女性
434,3578,子,2021-01-01,0,女性
435,3439,子,2021-01-01,0,女性
436,3153,子,2021-01-01,0,女性
437,3224,子,2021-01-01,0,女性
438,4316,子,2021-01-01,0,女性
439,3550,子,2021-01-01,0,女性
440,3607,子,2021-01-01,0,女性
441,3106,子,2021-01-01,0,女性
442,3423,子,2021-01-01,0,女性
443,3553,子,2021-01-01,0,女性
444,3190,子,2021-01-01,0,女性
445,3132,子,2021-01-01,0,女性
446,3503,子,2021-01-01,0,女性
447,3584,子,2021-01-01,0,女性
448,4298,子,2021-01-01,0,女性
449,3080,子,2021-01-01,0,女性
450,3318,子,2021-01-01,0,女性
451,3099,子,2021-01-01,0,女性
452,4302,子,2021-01-01,0,女性
453,3099,子,2021-01-01,0,女性
454,3673,子,2021-01-01,0,女性
455,3210,子,2021-01-01,0,女性
456,3263,子,2021-01-01,0,女性
457,3583,子,2021-01-01,0,女性
458,3257,子,2021-01-01,0,女性
459,3197,子,2020-01-01,0,女性
460,3697,子,2020-01-01,0,女性
461,3341,子,2020-01-01,0,女性
462,3269,子,2020-01-01,0,女性
463,4277,子,2020-01-01,0,女性
464,3492,子,2020-01-01,0,女性
465,3558,子,2020-01-01,0,女性
466,3450,子,2020-01-01,0,女性
467,3582,子,2020-01-01,0,女性
468,3198,子,2020-01-01,0,女性
469,3271,子,2020-01-01,0,女性
470,3557,子,2020-01-01,0,女性
471,3593,子,2020-01-01,0,女性
472,3526,子,2020-01-01,0,女性
473,3459,子,2020-01-01,0,女性
474,3685,子,2020-01-01,0,女性
475,3070,子,2020-01-01,0,女性
476,3582,子,2020-01-01,0,女性
477,3062,子,2020-01-01,0,女性
478,3457,子,2020-01-01,0,女性
479,3417,子,2020-01-01,0,女性
480,4321,子,2020-01-01,0,女性
481,3218,子,2020-01-01,0,女性
482,3554,子,2020-01-01,0,女性
483,3604,子,2020-01-01,0,女性
484,3258,子,2020-01-01,0,女性
485,3091,子,2020-01-01,0,女性
486,3357,子,2020-01-01,0,女性
487,4333,子,2019-01-01,0,女性
488,3076,子,2019-01-01,0,女性
489,3707,子,2019-01-01,0,女性
490,3174,子,2019-01-01,0,女性
491,3679,子,2019-01-01,0,女性
492,3606,子,2019-01-01,0,女性
493,3576,子,2019-01-01,0,女性
494,3309,子,2019-01-01,0,女性
495,3335,子,2019-01-01,0,女性
496,3635,子,2019-01-01,0,女性
497,3522,子,2019-01-01,0,女性
498,3068,子,2019-01-01,0,女性
499,4327,子,2019-01-01,0,女性
500,3112,子,2019-01-01,0,女性
501,3300,子,2019-01-01,0,女性
502,4321,子,2019-01-01,0,女性
503,3225,子,2019-01-01,0,女性
504,3611,子,2019-01-01,0,女性
505,3207,子,2019-01-01,0,女性
506,3519,子,2019-01-01,0,女性
507,3098,子,2019-01-01,0,女性
508,3486,子,2019-01-01,0,女性
509,3583,子,2019-01-01,0,女性
510,3659,子,2019-01-01,0,女性
511,3285,子,2019-01-01,0,女性
512,3357,子,2019-01-01,0,女性
513,3468,子,2019-01-01,0,女性
514,3367,子,2019-01-01,0,女性
515,3697,子,2019-01-01,0,女性
516,3630,子,2018-01-01,0,女性
517,4303,子,2018-01-01,0,女性
518,3570,子,2018-01-01,0,女性
519,3655,子,2018-01-01,0,女性
520,3121,子,2018-01-01,0,女性
521,3317,子,2018-01-01,0,女性
522,3128,子,2018-01-01,0,女性
523,3203,子,2018-01-01,0,女性
524,3365,子,2018-01-01,0,女性
525,3515,子,2018-01-01,0,女性
526,3701,子,2018-01-01,0,女性
527,3073,子,2018-01-01,0,女性
528,3649,子,2018-01-01,0,女性
529,4315,子,2018-01-01,0,女性
530,3662,子,2018-01-01,0,女性
531,3500,子,2018-01-01,0,女性
532,3436,子,2018-01-01,0,女性
533,3627,子,2018-01-01,0,女性
534,3444,子,2018-01-01,0,女性
535,3611,子,2018-01-01,0,女性
536,3303,子,2018-01-01,0,女性
537,3681,子,2018-01-01,0,女性
538,3248,子,2018-01-01,0,女性
539,3644,子,2018-01-01,0,女性
540,3341,子,2018-01-01,0,女性
541,3186,子,2018-01-01,0,女性
542,3106,子,2018-01-01,0,女性
543,3675,子,2018-01-01,0,女性
544,3127,子,2018-01-01,0,女性
545,3138,子,2018-01-01,0,女性
546,3508,子,2018-01-01,0,女性
547,3273,子,2017-01-01,0,女性
548,3627,子,2017-01-01,0,女性
549,3461,子,2017-01-01,0,女性
550,3419,子,2017-01-01,0,女性
551,3512,子,2017-01-01,0,女性
552,3343,子,2017-01-01,0,女性
553,3137,子,2017-01-01,0,女性
554,3699,子,2017-01-01,0,女性
555,3598,子,2017-01-01,0,女性
556,3538,子,2017-01-01,0,女性
557,3131,子,2017-01-01,0,女性
558,3295,子,2017-01-01,0,女性
559,3491,子,2017-01-01,0,女性
560,3299,子,2017-01-01,0,女性
561,4284,子,2017-01-01,0,女性
562,3107,子,2017-01-01,0,女性
563,3345,子,2017-01-01,0,女性
564,3292,子,2017-01-01,0,女性
565,3373,子,2017-01-01,0,女性
566,3387,子,2017-01-01,0,女性
567,3663,子,2017-01-01,0,女性
568,4297,子,2017-01-01,0,女性
569,3658,子,2017-01-01,0,女性
570,4331,子,2017-01-01,0,女性
571,3699,子,2017-01-01,0,女性
572,4332,子,2017-01-01,0,女性
573,3310,子,2017-01-01,0,女性
574,3147,子,2017-01-01,0,女性
575,3289,子,2017-01-01,0,女性
576,3048,子,2017-01-01,0,女性
577,3048,子,2017-01-01,0,女性
578,3206,子,2017-01-01,0,女性
579,3328,子,2016-01-01,0,女性
580,3085,子,2016-01-01,0,女性
581,3182,子,2016-01-01,0,女性
582,3282,子,2016-01-01,0,女性
583,3272,子,2016-01-01,0,女性
584,3610,子,2016-01-01,0,女性
585,3136,子,2016-01-01,0,女性
586,3402,子,2016-01-01,0,女性
587,3562,子,2016-01-01,0,女性
588,3226,子,2016-01-01,0,女性
589,3478,子,2016-01-01,0,女性
590,3419,子,2016-01-01,0,女性
591,3372,子,2016-01-01,0,女性
592,3636,子,2016-01-01,0,女性
593,3292,子,2016-01-01,0,女性
594,3575,子,2016-01-01,0,女性
595,3680,子,2016-01-01,0,女性
596,3150,子,2016-01-01,0,女性
597,3120,子,2016-01-01,0,女性
598,3603,子,2016-01-01,0,女性
599,3217,子,2016-01-01,0,女性
600,3169,子,2016-01-01,0,女性
601,3400,子,2016-01-01,0,女性
602,3548,子,2016-01-01,0,女性
603,3301,子,2016-01-01,0,女性
604,3186,子,2016-01-01,0,女性
605,3481,子,2016-01-01,0,女性
606,3141,子,2016-01-01,0,女性
607,3073,子,2016-01-01,0,女性
608,3449,子,2016-01-01,0,女性
609,3322,子,2016-01-01,0,女性
610,3143,子,2015-01-01,0,女性
611,4288,子,2015-01-01,0,女性
612,3527,子,2015-01-01,0,女性
613,3443,子,2015-01-01,0,女性
614,3094,子,2015-01-01,0,女性
615,3622,子,2015-01-01,0,女性
616,3452,子,2015-01-01,0,女性
617,3443,子,2015-01-01,0,女性
618,3337,子,2015-01-01,0,女性
619,3388,子,2015-01-01,0,女性
620,3114,子,2015-01-01,0,女性
621,3644,子,2015-01-01,0,女性
622,3134,子,2015-01-01,0,女性
623,3403,子,2015-01-01,0,女性
624,3454,子,2015-01-01,0,女性
625,3244,子,2015-01-01,0,女性
626,3156,子,2015-01-01,0,女性
627,3386,子,2015-01-01,0,女性
628,3521,子,2015-01-01,0,女性
629,3344,子,2015-01-01,0,女性
630,3359,子,2015-01-01,0,女性
631,3580,子,2015-01-01,0,女性
632,3404,子,2015-01-01,0,女性
633,4282,子,2015-01-01,0,女性
634,3442,子,2015-01-01,0,女性
635,3473,子,2015-01-01,0,女性
636,3075,子,2015-01-01,0,女性
637,3185,子,2015-01-01,0,女性
638,3348,子,2015-01-01,0,女性
639,3660,子,2015-01-01,0,女性
640,3133,子,2015-01-01,0,女性
641,3286,子,2015-01-01,0,女性
642,3414,子,2015-01-01,0,女性
643,3091,子,2015-01-01,0,女性
644,4307,子,2015-01-01,0,女性
645,3147,子,2015-01-01,1370400,男性
646,3258,子,2015-01-01,1106900,男性
647,3449,子,2015-01-01,1017400,男性
648,3670,子,2015-01-01,1307100,男性
649,3552,子,2015-01-01,1062800,男性
650,3615,子,2015-01-01,1527100,男性
651,3185,子,2015-01-01,1156700,男性
652,3289,子,2015-01-01,1300200,男性
653,3533,子,2015-01-01,1833400,男性
654,4312,子,2015-01-01,992500,男性
655,3661,子,2015-01-01,1567600,男性
656,3556,子,2015-01-01,1365000,男性
657,3509,子,2015-01-01,1285000,男性
658,3120,子,2015-01-01,1132400,男性
659,3352,子,2015-01-01,1266800,男性
660,3042,子,2015-01-01,1198500,男性
661,4327,子,2015-01-01,1841700,男性
662,3709,子,2015-01-01,1182800,男性
663,3534,子,2015-01-01,1233300,男性
664,3650,子,2015-01-01,1387300,男性
665,3665,子,2015-01-01,1430100,男性
666,3479,子,2015-01-01,1081100,男性
667,3647,子,2015-01-01,997000,男性
668,3537,子,2015-01-01,1719800,男性
669,3090,子,2015-01-01,1539600,男性
670,3418,子,2015-01-01,1204300,男性
671,3444,子,2015-01-01,846200,男性
672,4284,子,2015-01-01,1118800,男性
673,3593,子,2015-01-01,1434400,男性
674,3511,子,2015-01-01,1343900,男性
675,3115,子,2015-01-01,1263200,男性
676,3624,子,2015-01-01,1117100,男性
677,3474,子,2015-01-01,1257000,男性
678,3539,子,2015-01-01,1673800,男性
679,3138,子,2015-01-01,1144700,男性
680,3262,子,2015-01-01,2292800,男性
681,3711,子,2014-01-01,1030300,男性
682,3270,子,2014-01-01,1332600,男性
683,3109,子,2014-01-01,1474400,男性
684,4307,子,2014-01-01,1299600,男性
685,3159,子,2014-01-01,1432100,男性
686,3658,子,2014-01-01,1438700,男性
687,3452,子,2014-01-01,1345100,男性
688,4316,子,2014-01-01,1516800,男性
689,3237,子,2014-01-01,1589900,男性
690,3279,子,2014-01-01,1231500,男性
691,3693,子,2014-01-01,1652800,男性
692,3382,子,2014-01-01,1887100,男性
693,3698,子,2014-01-01,1195200,男性
694,3090,子,2014-01-01,1261700,男性
695,3665,子,2014-01-01,790600,男性
696,3621,子,2014-01-01,1768800,男性
697,3638,子,2014-01-01,941200,男性
698,3413,子,2014-01-01,1662300,男性
699,4300,子,2014-01-01,1257700,男性
700,3378,子,2014-01-01,835800,男性
701,3580,子,2014-01-01,1007200,男性
702,3474,子,2014-01-01,1565800,男性
703,3196,子,2014-01-01,1243000,男性
704,3244,子,2014-01-01,1776100,男性
705,3263,子,2014-01-01,1381900,男性
706,3596,子,2014-01-01,1372100,男性
707,3462,子,2014-01-01,2237000,男性
708,3534,子,2014-01-01,1250000,男性
709,3231,子,2014-01-01,1473300,男性
710,3274,子,2014-01-01,1803300,男性
711,3137,子,2014-01-01,1535800,男性
712,3423,子,2014-01-01,1664800,男性
713,3157,子,2014-01-01,1041100,男性
714,3142,子,2014-01-01,1595600,男性
715,3295,子,2014-01-01,1338200,男性
716,3628,子,2013-01-01,1621000,男性
717,3531,子,2013-01-01,1124700,男性
718,3254,子,2013-01-01,2140400,男性
719,3463,子,2013-01-01,1474200,男性
720,3311,子,2013-01-01,1569700,男性
721,3513,子,2013-01-01,1223000,男性
722,4326,子,2013-01-01,1125100,男性
723,3327,子,2013-01-01,1181700,男性
724,3349,子,2013-01-01,1470100,男性
725,3683,子,2013-01-01,1582300,男性
